,words,words_label,intent_label
464,لطفا برای  میان وعده از  نزدیک ترین کافه  یک عدد  چلوکباب سلطانی سفارش بده ,O O O O O B-Restaurant I-Restaurant I-Restaurant B-Number I-Number B-Food I-Food O O ,Order_Food
465,میتونی برام  یه  اسنپ بگیری تا  دانشگاه تهران ,O O O O O O B-Destination I-Destination ,Catch_a_Cab
466, پنجشنبه آینده  طوفانیه ,B-Date I-Date O ,Get_Weather
467,یه  چیز  محبوب از  کامران و هومن پخش کن ,O O O O B-Artist I-Artist I-Artist O O ,Play_Music
468,میخواهم  ترانه ای  آرام گوش کنم ,O O O O O O ,Play_Music
469,لطفا  یک  چیز از  مایکل جکسون پخش کن ,O O O O B-Artist I-Artist O O ,Play_Music
470, پنجشنبه آینده  کرج آب و هوا  چه طوریه ,B-Date I-Date B-Location O O O O O ,Get_Weather
471,دما در  کرمان چند است ,O O B-Location O O ,Get_Weather
472,یک  تپسی خبر کن من رو ببره  مدرسه ,O O O O O O O B-Destination ,Catch_a_Cab
473,هزینه  یک عدد  جوجه کباب از  رستوران ایتالیایی  چند میشه ,O B-Number I-Number B-Food I-Food O B-Restaurant I-Restaurant O O ,Order_Food
474,میخواهم  چیزی شاد گوش کنم ,O O O O O ,Play_Music
475,از  رستوران سیب  یک عدد  هات داگ سفارش بده ,O B-Restaurant I-Restaurant B-Number I-Number B-Food I-Food O O ,Order_Food
476, سه تا  کباب برگ سفارش بده ,B-Number I-Number B-Food I-Food O O ,Order_Food
477,لطفا  یه عدد  آژانس بگیر من رو ببره  خوابگاه ,O O O O O O O O B-Destination ,Catch_a_Cab
478, قیمت  دو تا  ساندویچ سرد از  نزدیک ترین کافه  چند هزار تومان می شود ,O B-Number I-Number B-Food I-Food O B-Restaurant I-Restaurant I-Restaurant O O O O O ,Order_Food
479, یه دونه  تپسی میخوام که برم  رستوران روسی ,O O O O O O B-Destination I-Destination ,Catch_a_Cab
480,میشه از  نزدیک ترین رستوران برای ناهار  چهار تا  فلافل سفارش بدی ,O O B-Restaurant I-Restaurant I-Restaurant O O B-Number I-Number B-Food O O ,Order_Food
481,میخوام  یه دونه آهنگ از  محسن چاووشی بشنوم ,O O O O O B-Artist I-Artist O ,Play_Music
482,میتونی  یه دونه  چیز از  شماعی زاده پخش کنی ,O O O O O B-Artist I-Artist O O ,Play_Music
483,میخوام برای  میان وعده یه  پیتزای مخصوص از  نزدیک ترین رستوران سفارش بدم ,O O O O B-Number B-Food I-Food O B-Restaurant I-Restaurant I-Restaurant O O ,Order_Food
484,لطفا برای  میان وعده از  سیب 360  یک عدد  پیتزای یونانی سفارش بده ,O O O O O B-Restaurant I-Restaurant B-Number I-Number B-Food I-Food O O ,Order_Food
485,لطفا  یه  تپسی بگیر من رو ببره  مترو ولیعصر ,O O O O O O O B-Destination I-Destination ,Catch_a_Cab
486, پیش بینی وضع هوا  چه جوری است ,O O O O O O O ,Get_Weather
487, شنبه قبل در  ریاض  هوا  چه طوری بود ,B-Date I-Date O B-Location O O O O ,Get_Weather
488,برای  میان وعده از  اکبرجوجه  یه دونه  پیتزای پپرونی سفارش بده ,O O O O B-Restaurant B-Number I-Number B-Food I-Food O O ,Order_Food
489,من یه  سالاد یونانی از  نزدیک ترین غذافروشی میخوام ,O B-Number B-Food I-Food O B-Restaurant I-Restaurant I-Restaurant O ,Order_Food
490,میشه از  نزدیک ترین غذافروشی برای  میان وعده  چهار تا  جوجه کباب سفارش بدی ,O O B-Restaurant I-Restaurant I-Restaurant O O O B-Number I-Number B-Food I-Food O O ,Order_Food
491, شادترین  موسیقی  محسن چاووشی رو پخش کن ,O O B-Artist I-Artist O O O ,Play_Music
492,میخواهم  چیزی  جدید گوش کنم ,O O O O O ,Play_Music
493, یه دونه  آژانس میخوام که برم  خونه ,O O O O O O B-Destination ,Catch_a_Cab
494, یه دونه  پاستای آلفردو سفارش بده ,B-Number I-Number B-Food I-Food O O ,Order_Food
495, جمعه بعد  درجه دما در  میلان  چقدره ,B-Date I-Date O O O B-Location O ,Get_Weather
496, یه دونه  موسیقی از  استاد شجریان پخش کن ,O O O O B-Artist I-Artist O O ,Play_Music
497, درجه دما  پریروز در  اصفهان  چند درجه فارنهایت بود ,O O B-Date O B-Location O O O O ,Get_Weather
498,از  رستوران ایتالیایی  سه تا  چلوکباب سلطانی سفارش بده ,O B-Restaurant I-Restaurant B-Number I-Number B-Food I-Food O O ,Order_Food
499, یه تاکسی میخوام تا من رو ببره  رستوران روسی ,O O O O O O O B-Destination I-Destination ,Catch_a_Cab
